Age,IQ,CGPA,Years_of_Experience,Package_LPA
49,81,7.47,12,37.72
59,94,6.63,0,12.06
37,118,6.83,13,38.27
46,119,5.5,3,15.88
40,126,6.96,8,28.6
45,155,8.67,7,29.4
58,131,8.42,5,24.84
59,85,9.59,14,44.84
57,149,5.3,7,24.61
39,127,9.52,5,26.6
41,137,7.26,14,40.38
52,82,7.1,7,26.91
48,125,7.15,3,18.96
59,97,8.47,3,20.81
32,135,7.24,10,32.82
35,112,9.89,1,18.16
48,96,8.4,7,29.2
41,111,8.03,7,27.91
36,155,5.79,14,38.62
43,81,6.19,7,24.73
46,105,8.4,13,40.89
35,118,6.89,9,31.1
57,142,8.83,14,43.01
32,96,7.14,6,25.11
24,113,9.36,2,20.17
55,98,7.98,4,21.61
51,141,9.22,5,26.67
47,111,9.4,3,22.38
52,129,6.65,9,30.49
53,124,6.97,12,37.44
33,133,8.62,6,26.66
57,80,5.61,8,26.72
22,145,5.72,5,19.67
58,119,9.11,10,36.54
57,103,5.06,14,37.26
25,131,5.19,8,26.11
38,81,7.88,5,23.14
37,140,9.81,12,40.7
22,106,9.66,10,36.18
55,145,7.21,5,23.45
34,112,9.0,9,34.17
32,113,8.48,10,34.66
53,141,9.02,7,29.75
27,111,6.21,0,10.77
59,82,6.63,12,36.18
29,134,8.88,4,23.03
25,106,6.37,11,33.06
24,155,8.79,13,41.89
52,87,8.76,6,26.81
25,99,8.82,6,25.89
28,131,7.18,14,40.61
33,96,5.96,1,12.55
24,112,5.48,3,15.11
31,134,5.97,5,20.87
35,154,7.45,1,16.54
38,152,6.31,13,36.88
40,150,9.29,7,30.53
21,95,8.67,11,36.45
21,158,8.7,4,22.96
31,143,6.48,1,13.9
49,119,7.35,8,29.56
49,137,8.17,9,32.32
44,102,7.22,11,33.43
40,86,8.97,1,17.3
50,138,7.95,0,13.92
58,138,7.99,3,20.64
25,82,5.29,11,31.12
30,109,8.97,4,23.16
26,89,5.62,1,11.62
24,92,6.0,4,18.48
24,118,5.59,8,26.12
27,156,9.18,12,39.72
53,143,9.42,2,20.2
29,104,9.89,0,16.78
46,120,5.83,6,22.92
41,119,9.25,13,41.81
42,141,7.91,4,21.78
53,119,9.51,2,20.82
53,113,6.46,2,15.4
25,158,6.39,11,33.31
41,82,9.03,2,20.22
47,131,6.24,14,39.95
21,125,5.36,8,25.21
36,148,7.2,9,31.04
55,120,8.02,13,41.06
56,139,8.53,8,31.24
52,108,5.71,9,29.09
49,87,7.57,5,22.37
59,83,6.67,10,31.53
43,104,7.24,10,33.02
35,129,5.48,8,27.27
46,102,8.7,7,29.68
57,104,8.21,0,14.71
45,149,7.65,9,32.89
22,100,5.9,12,34.82
32,135,5.86,7,24.72
39,82,6.01,1,12.62
52,158,8.94,8,31.24
43,100,6.8,4,19.56
25,128,6.87,7,26.18
45,125,6.78,3,18.47
55,157,5.64,5,21.5
49,147,9.26,3,22.09
58,110,7.84,13,40.32
40,125,9.97,2,21.22
56,154,7.59,9,32.77
27,123,8.45,13,40.6
42,124,9.05,6,28.16
38,154,9.08,0,16.44
41,128,7.19,3,19.09
42,83,6.9,12,34.97
59,159,5.74,9,29.77
32,136,8.85,3,21.04
31,135,8.13,13,40.75
32,117,5.85,14,38.79
46,85,7.48,6,25.74
50,103,7.85,1,15.04
35,131,9.33,0,16.76
28,118,5.43,1,11.18
38,152,5.81,9,29.61
30,116,7.67,1,14.79
28,113,5.23,5,19.64
58,119,6.92,14,40.75
55,119,5.08,0,9.83
40,116,6.29,8,27.74
32,129,5.81,13,36.73
23,90,6.43,4,18.96
40,157,8.84,3,21.41
32,138,6.74,11,33.34
44,105,9.46,10,35.81
36,139,6.38,4,19.93
30,87,5.64,0,10.24
39,107,5.3,2,13.88
34,139,9.96,8,33.6
34,89,5.48,6,22.69
42,142,6.81,9,30.91
24,140,9.24,3,21.42
54,154,6.13,2,16.46
38,105,5.32,6,21.44
54,102,7.71,8,29.62
38,142,5.17,5,19.94
51,98,8.6,9,32.87
40,97,8.0,12,36.83
56,129,6.16,14,39.35
30,98,7.46,0,12.27
23,94,5.03,6,21.08
41,95,7.71,11,35.67
56,99,8.87,3,21.13
30,98,5.29,7,23.15
27,154,6.13,0,11.49
42,150,8.12,4,23.43
43,98,5.24,11,32.08
32,110,9.08,13,41.35
59,131,6.62,0,12.83
33,127,6.06,5,20.46
33,87,9.26,9,34.1
53,129,8.27,3,20.01
51,140,9.49,13,43.09
48,87,6.95,10,33.43
39,92,9.9,0,16.31
41,153,9.77,11,39.13
52,98,7.85,9,31.97
46,129,8.64,8,31.18
33,102,6.86,5,22.53
49,136,5.29,11,31.29
27,109,6.65,5,21.83
46,108,6.29,1,14.51
26,140,5.67,1,12.27
52,114,7.43,8,30.05
56,88,9.67,2,19.31
43,151,9.42,3,22.55
31,104,6.41,11,34.15
41,143,10.0,8,33.41
39,116,9.55,9,34.25
54,117,5.47,4,18.6
55,87,6.21,0,10.59
51,154,6.65,2,16.38
49,119,6.12,4,20.69
26,102,5.71,5,20.22
56,124,7.01,5,22.81
51,80,7.95,6,26.05
52,128,8.82,12,39.11
40,88,9.49,5,25.36
42,119,6.87,3,17.58
23,107,8.16,9,31.2
28,87,7.38,10,31.76
39,116,8.49,3,21.3
51,150,8.66,2,19.79
52,97,5.09,1,11.7
35,155,8.47,12,38.9
59,147,5.25,0,9.67
51,156,6.13,13,37.05
23,154,6.45,12,36.12
52,159,8.02,9,32.45
30,123,6.33,9,28.96
48,157,7.39,4,21.47
47,95,7.99,2,18.08
51,131,9.82,4,25.65
54,132,8.23,9,32.07
25,97,8.57,12,38.87
31,119,6.73,14,39.93
27,140,7.16,14,40.52
28,104,5.68,11,32.33
37,114,6.71,8,28.09
59,150,5.38,8,25.84
34,106,6.86,8,27.71
44,89,8.68,9,32.95
50,154,8.49,0,14.3
35,99,7.84,12,37.64
24,112,7.4,3,17.75
33,156,9.12,4,23.83
25,159,9.93,4,25.02
51,90,9.96,13,43.93
32,148,5.09,5,19.69
50,146,5.54,8,26.8
30,138,6.8,7,26.22
50,145,8.17,9,33.39
46,132,8.15,3,20.8
26,117,9.33,14,43.3
47,89,7.68,4,21.24
40,85,6.23,10,31.42
48,113,5.74,1,13.64
40,128,7.48,10,33.11
32,111,9.9,11,38.8
41,108,7.98,11,35.76
50,144,5.44,11,33.25
30,112,5.23,4,18.02
25,96,8.49,11,35.97
57,128,8.51,11,37.51
28,95,7.99,13,38.31
50,86,8.54,5,25.17
37,92,6.31,9,28.36
23,83,7.32,9,30.25
41,142,7.75,7,27.87
36,148,5.47,9,28.6
52,159,9.65,13,42.64
47,152,8.45,0,15.22
26,155,9.35,12,40.18
36,157,5.63,3,17.15
23,94,7.31,2,16.07
40,84,9.17,8,31.77
27,121,8.58,13,39.83
31,97,7.89,10,33.89
49,151,5.06,9,27.68
23,87,7.73,11,34.33
41,147,6.67,7,26.79
52,105,5.21,0,9.25
50,154,6.39,2,16.28
59,149,8.91,1,18.04
31,112,9.91,10,37.2
37,101,7.06,8,28.37
45,148,5.48,7,24.6
45,80,9.58,0,15.57
29,114,5.34,3,15.96
49,135,6.6,6,24.21
35,146,5.82,2,14.67
39,82,6.26,11,32.55
35,150,8.27,10,35.21
59,80,5.22,0,9.72
55,121,6.91,2,16.35
33,137,5.02,14,38.79
36,143,7.07,1,14.09
23,159,7.32,11,34.56
51,83,9.16,0,15.5
21,96,7.53,6,24.6
55,156,5.79,1,12.86
36,119,8.01,13,39.83
21,113,6.26,11,32.66
34,135,7.55,2,17.22
27,90,6.34,12,34.85
43,119,6.24,13,37.86
55,92,8.96,11,37.21
49,103,7.54,5,22.93
42,113,8.89,0,15.88
36,87,7.16,9,30.09
49,86,6.51,2,15.2
26,141,7.66,10,32.97
38,125,9.15,8,32.4
49,150,5.53,5,21.05
45,92,9.86,1,18.62
22,81,7.57,9,29.6
52,81,7.32,1,15.05
56,108,9.85,1,18.5
52,137,6.77,12,37.23
40,81,7.04,4,20.92
57,138,5.67,10,30.88
58,132,9.43,8,31.75
53,147,9.9,11,39.07
25,140,5.79,14,37.57
26,128,9.75,2,21.09
42,125,5.04,4,17.66
41,151,8.68,9,32.81
39,138,8.24,0,13.9
35,127,5.31,10,29.6
54,88,5.2,11,32.08
27,97,5.29,3,15.06
37,129,9.2,6,28.48
25,154,7.7,1,15.68
59,106,8.92,9,33.93
22,111,9.08,8,30.93
47,145,8.43,8,31.97
44,145,9.75,2,21.34
48,101,5.17,9,27.52
21,103,6.24,0,10.96
41,154,7.27,1,14.34
48,92,8.9,2,18.98
23,94,6.8,5,21.43
50,128,7.02,14,41.26
21,96,8.44,9,33.06
38,118,6.61,12,36.22
53,152,9.8,1,18.68
35,83,6.72,5,22.04
44,136,7.79,6,25.82
56,94,5.16,3,15.79
54,122,6.75,13,37.6
46,110,5.27,4,17.96
42,85,9.36,4,23.35
36,138,9.11,9,33.38
36,144,6.3,10,32.99
25,109,9.98,11,37.71
26,137,7.49,5,24.52
44,135,5.97,9,29.05
50,148,6.43,6,24.31
57,115,6.56,3,18.44
52,125,5.77,8,27.2
39,153,7.67,11,34.74
48,80,6.06,14,38.06
28,91,5.43,3,15.67
21,146,9.99,7,30.85
24,89,8.7,9,32.97
42,80,9.5,7,28.46
42,98,5.24,13,35.65
50,134,6.67,13,37.9
47,128,6.3,5,21.68
47,134,9.43,2,20.55
33,147,9.68,6,28.9
59,120,7.15,14,41.62
47,134,7.34,9,31.58
59,153,9.92,7,31.37
58,153,7.22,5,24.0
28,158,7.33,3,19.5
32,148,9.14,4,23.65
44,122,9.08,14,44.46
38,136,5.7,14,39.89
35,127,8.55,1,16.62
36,129,8.19,7,28.37
53,148,8.81,14,44.17
30,87,7.73,3,18.9
44,135,9.93,3,23.0
39,105,8.22,10,34.51
47,102,6.94,12,37.12
51,120,8.78,11,36.5
41,138,5.07,11,31.79
36,97,6.63,1,13.81
43,150,7.41,7,27.36
34,150,7.25,2,17.78
43,87,5.83,3,16.6
38,137,6.21,12,35.04
56,96,9.73,0,17.09
32,130,9.47,11,37.31
57,112,5.78,3,16.58
31,109,6.92,3,17.38
25,145,5.93,6,21.78
41,139,8.81,7,29.53
52,125,6.19,0,11.62
49,101,5.41,9,28.4
27,111,9.35,2,19.77
56,104,8.68,0,14.11
47,87,8.91,0,15.1
26,142,8.88,2,19.76
58,108,7.52,1,15.96
24,119,8.48,12,39.14
55,124,8.32,7,27.93
30,81,9.84,14,44.55
58,128,5.08,13,35.71
50,110,8.03,0,14.17
29,147,5.32,7,24.11
36,88,9.26,13,41.35
24,89,6.09,8,26.54
46,130,6.46,12,36.51
49,149,5.85,7,25.0
48,123,7.92,9,32.11
31,105,9.25,9,33.12
48,154,6.75,9,30.92
52,158,5.19,13,36.49
44,157,6.75,2,16.76
59,100,9.43,10,36.79
27,109,8.12,13,40.25
38,150,7.63,3,19.83
23,94,5.72,13,35.69
40,159,7.81,7,28.51
54,138,6.66,1,14.17
50,149,9.23,11,37.55
29,99,7.27,1,14.54
30,148,7.34,11,34.65
26,132,9.28,6,28.27
37,154,7.93,13,40.32
35,81,5.41,9,28.67
53,109,5.72,3,17.58
33,87,9.19,7,29.32
42,119,8.54,14,43.08
36,87,8.01,0,14.4
54,96,9.65,10,36.39
23,109,8.87,4,22.34
28,80,8.89,8,30.3
40,148,9.34,12,39.89
44,143,7.94,5,23.91
38,159,8.76,8,30.76
43,115,5.24,0,10.49
21,158,8.47,1,16.69
22,128,9.35,5,25.32
25,156,9.66,10,36.12
38,103,5.68,4,18.55
36,83,9.99,7,29.99
30,156,8.18,5,25.53
49,141,6.36,2,15.66
55,88,6.42,2,15.63
45,105,8.61,11,36.04
44,126,6.45,5,21.41
33,95,7.08,7,26.52
41,116,9.29,8,32.33
59,149,6.55,3,19.05
54,90,9.62,10,35.93
39,81,8.29,14,42.08
48,102,5.83,2,14.83
47,126,6.23,10,31.84
46,141,6.89,12,36.76
31,155,9.51,12,41.1
55,118,7.83,14,42.13
40,85,5.23,7,23.59
32,115,8.38,10,33.94
48,141,6.0,5,22.74
22,139,5.66,0,9.9
21,158,6.81,14,40.28
29,115,9.09,8,31.88
42,156,9.95,9,36.07
47,151,9.75,4,25.21
29,110,5.51,12,33.88
27,119,7.4,0,12.81
56,139,6.75,5,23.35
58,92,5.67,12,35.3
22,116,5.93,7,24.68
25,140,7.68,2,17.6
37,97,6.21,10,30.4
57,97,6.24,1,13.94
55,113,8.06,6,26.27
28,133,5.82,5,20.2
23,110,6.96,12,34.66
23,158,6.13,5,20.98
21,116,7.0,14,40.28
44,147,6.4,5,22.08
50,151,8.18,13,40.76
46,137,6.22,2,15.29
58,132,6.16,5,21.6
58,141,5.51,10,30.95
23,158,5.6,12,34.85
33,86,9.11,0,15.69
56,110,8.71,14,43.27
32,119,5.66,7,24.62
40,157,8.7,7,29.51
59,129,7.27,3,19.08
28,159,6.63,1,13.45
22,88,7.43,11,35.11
31,144,5.96,3,17.19
41,104,6.06,11,32.39
57,87,7.62,6,26.17
26,118,8.63,13,40.98
39,111,8.95,10,36.72
50,87,9.76,5,27.1
59,92,6.58,4,19.97
56,146,7.01,5,22.67
40,145,9.05,9,33.24
30,107,7.2,14,40.72
44,83,9.35,0,15.97
53,102,7.15,1,14.77
49,113,5.92,11,33.23
50,134,5.79,14,38.79
56,150,8.94,9,33.8
26,137,7.7,12,37.72
34,152,7.97,10,33.82
23,98,7.94,8,29.55
44,88,7.7,0,13.12
39,102,5.14,6,21.0
58,154,6.94,13,39.08
54,92,7.81,7,27.73
29,110,9.55,2,20.35
50,151,6.34,1,14.2
52,98,5.69,4,19.1
33,84,7.72,13,39.6
38,118,6.55,4,19.3
42,93,8.43,7,28.77
24,101,7.92,2,17.36
43,101,8.0,13,40.38
27,84,7.86,6,24.88
31,141,9.86,7,30.43
59,131,8.09,10,34.02
54,159,7.63,7,28.48
25,118,5.13,14,37.15
45,105,5.61,1,12.14
48,159,9.3,1,19.11
34,135,9.78,12,40.82
47,91,5.19,4,17.87
36,159,5.54,11,31.6
47,128,9.32,11,38.55
22,91,6.07,8,26.79
39,84,5.31,4,18.13
43,130,9.31,7,30.76
34,83,8.88,6,27.08
46,104,8.12,3,19.31
28,103,5.44,0,9.62
47,135,8.16,1,16.77
48,98,6.01,5,20.98
24,102,8.94,3,20.85
58,156,8.34,13,41.71
31,125,8.6,4,22.42
44,97,7.2,6,24.52
48,140,6.91,1,14.68
38,150,6.41,5,23.01
41,124,9.74,12,39.68
46,125,5.55,9,29.18
23,96,7.08,9,29.49
33,94,8.97,5,25.05
58,152,8.02,4,23.0
48,113,9.57,11,38.64
34,87,8.76,13,40.64
21,129,7.56,1,15.57
48,90,9.12,6,27.48
56,121,9.56,0,16.49
31,122,8.11,13,40.12
24,114,6.14,9,28.68
54,138,8.59,13,41.21
21,91,5.41,3,15.97
30,152,7.6,9,31.71
37,91,5.43,6,21.54
27,107,5.18,4,17.51
59,125,6.37,11,32.87
33,119,9.03,1,17.43
42,108,8.42,6,26.8
21,149,5.4,3,16.21
48,95,6.84,6,23.52
53,125,8.81,7,29.42
33,144,6.7,11,34.45
21,108,9.74,4,24.47
58,131,9.94,2,21.62
45,119,5.12,12,33.69
41,85,7.27,6,23.96
53,106,7.62,4,20.95
57,116,9.64,8,33.14
54,101,6.98,3,19.04
23,86,5.39,3,14.86
50,80,6.8,4,19.77
23,156,7.49,9,31.4
38,127,5.97,8,27.13
43,130,6.99,9,30.85
28,93,5.29,12,33.48
29,158,9.73,5,26.31
22,91,8.07,6,25.78
22,128,9.65,4,24.53
47,120,8.8,6,26.92
59,147,7.48,11,36.38
56,81,6.43,10,30.11
25,141,7.94,9,31.6
21,136,7.34,14,41.52
42,93,5.04,9,28.12
30,123,8.18,4,22.33
44,145,9.23,5,26.46
35,154,9.47,9,34.71
53,116,8.56,0,15.12
43,157,7.29,13,39.67
34,126,7.07,13,38.53
38,140,7.2,12,37.35
45,106,9.32,4,23.64
42,128,7.6,6,25.69
57,139,5.37,1,11.98
27,149,7.34,4,20.54
46,150,9.03,14,44.14
44,124,6.24,3,17.1
33,80,8.58,8,30.5
26,92,6.19,3,15.8
41,117,8.29,12,37.73
27,96,7.56,0,12.9
38,117,7.4,9,30.29
35,80,8.44,6,25.97
28,80,7.4,5,22.49
36,109,8.43,5,24.62
23,156,9.72,3,22.62
29,86,6.49,10,31.14
46,99,5.14,13,35.88
46,123,7.69,10,32.9
50,152,6.41,13,38.58
47,92,7.64,13,39.61
36,118,8.11,12,37.87
24,99,7.86,0,13.68
39,84,8.21,6,26.17
54,131,6.94,6,25.62
26,104,7.59,8,29.45
35,91,7.35,13,38.57
30,135,6.18,7,24.78
56,80,7.44,0,13.63
26,151,9.34,14,44.06
26,128,6.63,8,27.66
35,146,8.18,14,42.07
49,101,5.56,13,37.26
45,110,5.22,3,15.38
39,80,9.91,9,34.8
34,106,6.48,6,24.24
23,81,9.13,4,22.8
34,80,9.54,8,31.83
59,121,6.88,11,33.79
59,87,5.05,3,15.04
41,114,6.62,3,18.77
31,114,9.31,3,21.02
30,86,9.35,0,15.49
35,102,9.59,1,18.39
50,102,9.07,13,41.26
37,125,5.86,7,24.52
49,98,7.36,2,17.53
37,158,7.18,5,22.64
53,151,7.5,10,33.71
58,92,7.95,9,31.61
41,129,6.87,6,24.13
34,110,8.4,10,35.44
30,150,5.16,9,27.23
43,117,8.63,3,22.09
59,136,7.67,5,23.5
59,87,5.77,4,18.02
34,93,7.93,9,31.36
42,130,5.32,14,37.56
48,88,8.26,2,18.59
29,92,7.82,10,33.6
43,155,9.94,11,38.83
27,145,5.82,1,12.22
44,117,9.46,7,30.53
57,100,7.13,2,16.73
29,108,5.52,9,27.62
58,129,8.83,7,29.53
27,143,9.88,1,18.98
43,88,8.88,6,27.37
45,94,8.14,9,31.86
42,132,5.4,3,16.55
27,132,7.09,14,40.57
26,150,5.3,11,31.68
56,82,6.86,8,28.44
42,101,7.56,13,39.16
55,118,8.43,4,22.43
53,156,6.42,10,33.76
41,88,9.62,5,26.69
31,113,7.49,1,15.26
33,91,7.34,12,37.46
23,113,5.61,5,19.81
33,124,8.08,11,35.94
54,129,6.82,5,22.3
48,107,9.67,2,21.07
54,118,9.42,7,30.48
52,82,7.07,6,24.49
43,126,9.0,12,39.21
44,91,7.61,5,22.8
21,122,7.41,5,22.5
44,156,8.53,2,19.43
23,146,9.01,10,35.58
37,97,8.18,0,14.32
27,89,9.25,14,43.34
30,83,5.89,9,27.74
39,91,6.93,7,26.28
44,132,6.78,12,36.49
29,130,8.99,1,17.48
35,95,6.94,14,39.55
42,96,6.08,1,13.2
37,105,9.64,10,36.15
39,81,6.49,7,25.24
29,108,9.49,14,44.0
58,126,8.41,10,35.79
39,90,8.26,6,26.51
28,113,6.51,12,34.32
26,150,9.42,3,22.49
58,108,8.92,2,20.34
41,128,5.66,4,19.59
49,95,9.64,10,36.46
54,154,7.01,8,28.7
32,93,9.04,7,29.35
59,92,6.1,12,34.82
52,114,5.37,13,36.3
26,131,9.22,6,28.23
37,104,8.67,8,29.75
52,138,5.42,2,14.25
28,155,5.56,0,10.71
58,147,7.38,13,38.67
49,121,7.16,5,22.47
51,127,7.1,14,42.4
39,124,9.66,11,38.75
29,151,7.2,4,21.03
48,151,6.41,3,18.35
59,108,7.99,7,28.28
51,82,9.48,14,45.33
39,100,8.8,2,19.57
53,110,9.95,1,18.9
46,92,6.76,7,25.61
21,127,5.65,11,32.4
31,103,9.74,13,41.73
22,81,9.2,0,15.33
55,82,6.99,12,37.22
33,105,6.59,9,29.9
59,81,8.52,2,18.72
54,112,7.04,8,29.35
54,113,6.27,11,34.13
55,117,5.08,10,29.2
52,157,8.12,0,14.83
32,99,8.59,13,40.31
53,89,9.59,3,22.5
38,112,5.97,2,14.58
25,124,8.93,0,15.7
39,139,5.19,13,35.65
51,145,6.01,10,30.97
47,140,9.64,12,40.77
58,130,6.34,7,24.8
35,91,7.92,12,37.22
24,159,7.92,9,31.78
39,88,6.7,13,39.22
41,90,7.54,12,36.96
21,100,6.64,4,20.45
40,155,7.91,5,24.36
42,147,5.95,13,37.3
33,105,9.83,2,21.03
21,142,7.63,8,28.92
35,98,7.12,4,19.99
35,96,5.82,12,34.32
34,123,7.84,2,17.31
25,140,5.65,13,36.18
26,80,8.51,7,28.08
51,151,8.17,4,22.65
46,137,7.74,13,39.17
45,120,6.99,2,17.07
59,103,7.3,11,34.94
35,122,7.64,7,27.91
26,88,6.11,10,30.8
21,145,6.55,10,31.82
27,111,9.26,12,39.64
24,120,5.34,0,9.19
21,90,8.98,9,33.25
22,144,6.88,14,40.34
54,97,7.0,3,18.37
55,87,6.87,7,26.7
33,106,8.0,13,39.8
37,88,7.29,14,40.33
30,81,7.17,8,27.97
23,154,5.6,11,32.0
24,125,9.71,13,42.42
45,149,8.93,12,39.16
57,84,7.4,5,22.94
58,91,5.79,8,26.89
49,123,9.67,9,34.56
21,121,5.89,4,18.62
50,109,5.77,14,39.08
59,131,5.92,10,30.51
30,126,5.46,10,29.97
49,115,5.83,4,18.04
52,149,8.22,12,39.55
21,111,6.05,13,36.9
37,123,7.23,10,32.5
32,95,7.74,14,40.92
22,150,8.43,10,34.91
29,96,5.87,9,28.16
32,111,7.59,3,19.58
45,93,9.82,2,20.36
56,105,7.24,13,39.1
55,152,8.11,4,22.49
42,92,9.92,0,16.42
53,91,7.23,9,31.13
41,124,7.34,2,18.16
42,95,8.71,6,26.6
48,131,6.8,3,17.87
24,100,5.88,12,33.49
46,103,5.53,14,38.87
43,122,8.72,5,25.51
43,84,7.46,14,40.79
28,112,6.6,3,16.86
52,110,5.6,5,21.1
59,88,9.69,9,35.18
21,114,5.59,5,19.67
50,87,9.94,13,42.8
48,154,8.06,1,17.03
37,96,9.13,1,16.66
43,159,6.96,10,32.25
58,99,6.02,6,23.37
44,157,5.84,7,24.87
42,101,8.97,6,27.69
25,133,6.74,1,13.77
45,150,6.54,8,28.47
27,154,7.72,0,13.3
42,156,7.87,10,34.25
57,154,6.16,11,33.79
54,147,9.43,2,20.59
56,159,9.67,6,29.17
40,110,6.17,0,11.05
57,92,8.27,8,30.54
37,108,6.98,7,25.66
24,158,5.96,14,39.11
38,89,7.06,9,30.3
48,112,8.64,2,19.87
36,94,7.6,9,30.93
28,156,7.13,5,21.86
38,114,7.02,9,31.0
49,133,7.21,3,19.99
36,100,6.72,12,36.24
50,109,5.3,1,12.38
54,125,9.38,1,17.39
50,121,9.78,0,16.52
41,150,8.61,0,15.39
42,128,6.1,11,34.16
45,103,8.34,14,42.69
42,159,9.36,13,41.83
48,148,8.51,10,35.06
59,85,8.8,12,39.03
53,81,6.56,7,26.72
22,82,8.94,11,37.07
24,132,5.9,5,20.05
36,89,8.51,6,25.82
32,103,6.14,4,19.41
37,112,8.05,2,18.47
56,101,6.97,13,38.68
36,140,7.95,5,24.1
59,146,6.38,13,38.53
43,83,9.83,13,42.78
28,130,9.15,10,35.31
29,83,8.72,2,18.43
34,118,7.8,5,23.41
29,110,9.06,5,25.01
46,136,8.52,11,36.98
56,152,6.65,4,20.8
23,109,5.82,11,33.0
30,118,7.27,13,38.27
45,104,8.33,9,32.38
24,137,7.08,5,23.14
50,115,8.96,1,17.33
31,90,6.44,7,24.05
39,125,6.94,0,12.86
33,100,9.65,1,18.98
56,81,6.23,3,17.09
23,153,5.83,14,39.19
34,118,5.83,1,12.77
30,112,5.95,0,10.08
58,110,5.18,3,16.51
47,83,7.14,10,33.04
44,146,7.72,10,33.82
36,148,8.48,0,15.31
30,92,5.3,6,21.12
47,144,7.69,9,32.12
27,124,8.95,8,31.46
48,118,7.87,6,25.95
46,132,6.27,5,21.07
38,110,8.26,4,22.32
33,92,6.79,4,19.98
28,80,8.05,3,18.95
47,108,9.79,8,33.2
34,140,6.3,12,35.25
26,151,8.45,0,14.59
40,81,7.78,10,32.68
48,91,6.95,0,12.56
43,135,5.01,8,27.05
32,120,9.48,5,25.88
44,106,9.23,0,15.42
42,117,9.71,13,42.4
46,131,8.25,5,24.66
42,159,7.66,3,20.16
27,111,5.76,11,32.82
35,81,7.31,0,12.89
50,145,7.09,2,16.86
24,99,6.26,14,39.09
26,136,9.14,1,16.73
22,141,8.33,0,13.99
51,127,8.65,6,26.9
44,86,8.49,6,26.42
55,146,5.51,4,17.9
51,129,8.75,9,33.83
45,113,9.24,5,25.37
28,148,7.34,12,37.37
32,146,9.13,3,22.46
22,113,6.99,1,15.25
35,122,8.71,14,42.15
52,100,8.4,7,29.07
31,91,9.44,9,33.52
37,111,7.62,7,27.52
41,126,5.89,10,30.73
42,134,6.43,13,37.4
53,144,7.34,4,21.54
49,147,7.33,12,37.64
35,96,8.26,5,24.88
41,105,5.12,5,18.82
22,112,7.42,13,38.64
58,143,7.89,2,17.84
23,89,8.2,3,19.38
45,125,8.66,12,39.4
33,152,8.42,2,18.64
44,130,8.75,14,43.46
51,113,9.27,8,32.82
35,93,5.42,12,33.44
26,120,7.21,13,37.8
30,117,5.97,1,12.22
29,127,5.04,1,11.28
25,122,6.79,7,24.14
39,107,9.98,12,41.01
40,120,6.33,6,25.03
53,135,7.32,13,38.41
57,155,9.51,3,22.24
51,144,5.9,1,13.19
59,139,5.75,6,23.7
33,92,6.67,9,29.3
58,148,8.25,2,18.94
26,131,8.02,13,39.7
28,122,6.45,5,21.22
30,119,9.52,1,18.29
24,121,5.47,3,16.0
34,116,9.39,8,32.87
24,102,5.87,6,23.02
44,146,7.63,2,17.18
41,148,8.05,1,16.33
30,158,9.68,10,37.0
45,148,6.44,7,25.93
26,137,9.59,6,27.51
36,125,9.84,4,24.39
48,126,9.8,7,30.88
56,96,7.57,7,26.84
53,88,5.8,13,36.86
50,147,7.63,10,33.03
56,157,9.07,13,41.64
45,109,6.81,11,34.04
33,140,8.85,5,25.38
59,144,7.91,6,26.79
35,137,7.69,3,19.06
58,106,6.95,12,36.47
50,145,8.42,1,16.71
34,124,6.85,13,37.84
24,119,7.26,9,30.77
21,140,5.57,14,38.47
23,120,8.83,9,33.48
56,153,8.03,12,38.71
24,121,8.64,0,13.89
34,141,9.8,7,31.24
45,159,6.28,12,34.38
59,117,8.58,6,27.08
23,139,6.65,8,28.38
27,128,6.01,14,38.48
28,97,7.69,9,29.97
27,84,9.81,3,22.42
45,90,9.77,2,20.54
37,83,9.54,3,22.48
46,140,7.48,2,17.69
24,154,8.23,9,32.17
38,91,5.34,12,33.75
24,128,5.82,5,21.41
37,107,6.35,2,15.19
37,113,6.24,2,15.59
45,135,9.46,13,42.57
23,144,7.55,0,12.61
32,85,7.14,11,34.14
47,112,5.45,2,15.29
37,126,8.89,5,25.95
42,103,5.02,10,29.71
59,113,9.23,7,30.17
59,151,5.91,8,26.82
56,95,7.5,2,17.97
36,159,6.77,9,31.63
57,95,9.66,9,35.33
49,93,9.83,9,35.08
34,138,9.06,13,41.39
27,141,8.09,1,15.69
48,145,7.55,13,39.38
33,98,6.17,14,38.4
36,140,7.97,13,40.43
41,145,8.31,3,21.28
24,105,9.68,0,15.71
59,128,8.06,5,24.3
55,98,9.27,4,24.02
35,128,7.08,10,31.83
46,109,7.67,12,37.53
27,155,9.58,8,32.71
38,136,8.74,6,27.56
45,115,9.61,1,18.71
57,119,5.7,5,20.43
41,107,6.02,11,32.57
28,125,6.45,2,14.22
40,152,9.17,7,29.89
38,111,6.97,12,36.17
39,137,5.09,4,17.54
23,155,6.47,3,18.46
58,105,5.53,4,18.85
38,149,8.79,14,43.24
47,148,6.58,6,24.32
35,129,8.34,11,36.96
41,158,6.83,11,35.29
42,111,9.69,0,16.18
28,137,6.28,6,23.11
31,143,7.88,13,39.58
32,156,7.85,10,33.63
59,107,7.98,5,23.46
47,151,6.09,10,31.46
55,159,6.62,5,23.28
22,118,6.05,14,39.36
